locus_tag	ftype	length_bp	gene	EC_number	COG	product
BJKHBEAE_03385	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
BJKHBEAE_03386	CDS	219				hypothetical protein
BJKHBEAE_03387	CDS	384	marA		COG4977	Multiple antibiotic resistance protein MarA
BJKHBEAE_03388	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
BJKHBEAE_03389	CDS	666				hypothetical protein
BJKHBEAE_03390	CDS	1191	sotB		COG2814	Sugar efflux transporter
BJKHBEAE_03391	CDS	1116				hypothetical protein
BJKHBEAE_03392	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
BJKHBEAE_03393	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
BJKHBEAE_03394	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
BJKHBEAE_03395	CDS	360				hypothetical protein
BJKHBEAE_03396	CDS	948				hypothetical protein
BJKHBEAE_03397	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
BJKHBEAE_03398	CDS	915				hypothetical protein
BJKHBEAE_03399	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
BJKHBEAE_03400	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
BJKHBEAE_03401	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
BJKHBEAE_03402	CDS	1023	lsrB		COG1879	Autoinducer 2-binding protein LsrB
BJKHBEAE_03403	CDS	993	lsrD		COG1172	Autoinducer 2 import system permease protein LsrD
BJKHBEAE_03404	CDS	1029	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
BJKHBEAE_03405	CDS	1536	lsrA	7.6.2.13	COG1129	Autoinducer 2 import ATP-binding protein LsrA
BJKHBEAE_03406	CDS	954	lsrR		COG2390	Transcriptional regulator LsrR
BJKHBEAE_03407	CDS	1593	lsrK_2	2.7.1.189	COG1070	Autoinducer-2 kinase
BJKHBEAE_03408	CDS	3978				hypothetical protein
BJKHBEAE_03409	CDS	1401	icsA_2			Outer membrane autotransporter IcsA
BJKHBEAE_03410	CDS	267	hipB		COG1396	Antitoxin HipB
BJKHBEAE_03411	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
BJKHBEAE_03412	CDS	1149	fimD		COG3188	Outer membrane usher protein FimD
BJKHBEAE_03413	CDS	531	fimF_2		COG3539	Protein FimF
BJKHBEAE_03414	CDS	504	fimG_2		COG3539	Protein FimG
BJKHBEAE_03415	CDS	915	ydeQ		COG3539	putative fimbrial-like protein YdeQ
BJKHBEAE_03416	CDS	2280	ydeP		COG0243	Protein YdeP
BJKHBEAE_03417	CDS	198	safA			Two-component-system connector protein SafA
BJKHBEAE_03418	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
BJKHBEAE_03419	CDS	1683				hypothetical protein
BJKHBEAE_03420	CDS	1158	chuR_2	1.1.98.7	COG0641	Serine-type anaerobic sulfatase-maturating enzyme
BJKHBEAE_03421	CDS	1686	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
BJKHBEAE_03422	CDS	2373	yddB		COG4771	putative protein YddB
BJKHBEAE_03423	CDS	2784	pqqL	3.4.24.-	COG0612	putative zinc protease PqqL
BJKHBEAE_03424	CDS	222				hypothetical protein
BJKHBEAE_03425	CDS	717	gltF_2		COG3539	Protein GltF
BJKHBEAE_03426	CDS	1128	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
BJKHBEAE_03427	CDS	465	nanQ_2		COG2731	N-acetylneuraminate anomerase NanQ
BJKHBEAE_03428	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
BJKHBEAE_03429	CDS	690	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
BJKHBEAE_03430	CDS	1491	nanT		COG2814	Sialic acid transporter NanT
BJKHBEAE_03431	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
BJKHBEAE_03432	CDS	792	nanR		COG2186	HTH-type transcriptional repressor NanR
BJKHBEAE_03433	CDS	1368	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
BJKHBEAE_03434	CDS	498	sspB		COG2969	Stringent starvation protein B
BJKHBEAE_03435	CDS	639	sspA		COG0625	Stringent starvation protein A
BJKHBEAE_03436	CDS	393	rpsI		COG0103	Small ribosomal subunit protein uS9
BJKHBEAE_03437	CDS	429	rplM		COG0102	Large ribosomal subunit protein uL13
BJKHBEAE_03438	CDS	1128	zapE		COG1485	Cell division protein ZapE
BJKHBEAE_03439	CDS	399	zapG		COG3105	Z-ring associated protein G
BJKHBEAE_03440	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
BJKHBEAE_03441	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
BJKHBEAE_03442	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
BJKHBEAE_03443	CDS	471	argR		COG1438	Arginine repressor
BJKHBEAE_03444	CDS	264				hypothetical protein
BJKHBEAE_03445	CDS	273	yhcO		COG2732	putative protein YhcO
BJKHBEAE_03446	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
BJKHBEAE_03447	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
BJKHBEAE_03448	CDS	204	aaeX			Protein AaeX
BJKHBEAE_03449	CDS	930	aaeR		COG0583	HTH-type transcriptional activator AaeR
BJKHBEAE_03450	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
BJKHBEAE_03451	CDS	3801	yhdP		COG3164	Intermembrane phospholipid transporter YhdP
BJKHBEAE_03452	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
BJKHBEAE_03453	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
BJKHBEAE_03454	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
BJKHBEAE_03455	CDS	1104	mreC		COG1792	Cell shape-determining protein MreC
BJKHBEAE_03456	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
BJKHBEAE_03457	CDS	1941	csrD		COG2199	RNase E specificity factor CsrD
BJKHBEAE_03458	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
BJKHBEAE_03459	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
BJKHBEAE_03460	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
BJKHBEAE_03461	CDS	243	yhdT		COG3924	putative membrane protein YhdT
BJKHBEAE_03462	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
BJKHBEAE_03463	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
BJKHBEAE_03464	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
BJKHBEAE_03465	CDS	297	fis		COG2901	DNA-binding protein Fis
BJKHBEAE_03466	CDS	885	yhdJ	2.1.1.72	COG2189	DNA adenine methyltransferase YhdJ
BJKHBEAE_03467	CDS	180				hypothetical protein
BJKHBEAE_03468	CDS	663	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
BJKHBEAE_03469	CDS	1158	acrE		COG0845	Multidrug export protein AcrE
BJKHBEAE_03470	CDS	3105	acrF			multidrug efflux RND transporter permease subunit AcrF
BJKHBEAE_03471	CDS	291				hypothetical protein
BJKHBEAE_03472	CDS	222				hypothetical protein
BJKHBEAE_03473	CDS	237				hypothetical protein
BJKHBEAE_03474	CDS	792	yhdW		COG0834	Putative amino-acid ABC transporter-binding protein YhdW
BJKHBEAE_03475	CDS	1182				hypothetical protein
BJKHBEAE_03476	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
BJKHBEAE_03477	CDS	759	glnQ_2			Glutamine transport ATP-binding protein GlnQ
BJKHBEAE_03478	CDS	1068	yghQ		COG2244	Inner membrane protein YghQ
BJKHBEAE_03479	CDS	759				hypothetical protein
BJKHBEAE_03480	CDS	699				hypothetical protein
BJKHBEAE_03481	CDS	693	tmk_2	2.7.4.9		Thymidylate kinase
BJKHBEAE_03482	CDS	1500	pitB		COG0306	Low-affinity inorganic phosphate transporter PitB
BJKHBEAE_03483	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
BJKHBEAE_03484	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
BJKHBEAE_03485	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
BJKHBEAE_03486	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
BJKHBEAE_03487	CDS	489	hybE		COG1773	Hydrogenase-2 operon protein HybE
BJKHBEAE_03488	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
BJKHBEAE_03489	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
BJKHBEAE_03490	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
BJKHBEAE_03491	CDS	987	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
BJKHBEAE_03492	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
BJKHBEAE_03493	CDS	288				hypothetical protein
BJKHBEAE_03494	CDS	411				hypothetical protein
BJKHBEAE_03495	CDS	354				hypothetical protein
BJKHBEAE_03496	CDS	144	yqhI			Protein YqhI
BJKHBEAE_03497	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
BJKHBEAE_03498	CDS	495				hypothetical protein
BJKHBEAE_03499	CDS	885	yghA	1.-.-.-	COG1028	putative oxidoreductase YghA
BJKHBEAE_03500	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
BJKHBEAE_03501	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
BJKHBEAE_03502	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
BJKHBEAE_03503	CDS	660	yghB		COG0586	Inner membrane protein YghB
BJKHBEAE_03504	CDS	957	yqhC		COG2207	HTH-type transcriptional regulator YqhC
BJKHBEAE_03505	CDS	1164	yqhD	1.1.1.2	COG1979	NADPH-dependent aldehyde reductase YqhD
BJKHBEAE_03506	CDS	828	dkgA	1.1.1.-	COG0656	Methylglyoxal reductase DkgA
BJKHBEAE_03507	CDS	927				hypothetical protein
BJKHBEAE_03508	CDS	258	lpp1			Major outer membrane lipoprotein Lpp 1
BJKHBEAE_03509	CDS	2220				hypothetical protein
BJKHBEAE_03510	CDS	1413	ftsP		COG2132	Cell division protein FtsP
BJKHBEAE_03511	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
BJKHBEAE_03512	CDS	2259	parC			DNA topoisomerase IV subunit A ParC
BJKHBEAE_03513	CDS	1608	ygiS		COG4166	putative deoxycholate-binding periplasmic protein YgiS
BJKHBEAE_03514	CDS	396	mqsA		COG2944	Antitoxin MqsA
BJKHBEAE_03515	CDS	297	mqsR	3.1.-.-		mRNA interferase toxin MqsR
BJKHBEAE_03516	CDS	483				putative HTH-type transcriptional regulator
BJKHBEAE_03517	CDS	393	ygiW_2		COG3111	Protein YgiW
BJKHBEAE_03518	CDS	660	qseB		COG0745	Transcriptional regulatory protein QseB
BJKHBEAE_03519	CDS	1350	qseC	2.7.13.3	COG0642	Sensor protein QseC
BJKHBEAE_03520	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
BJKHBEAE_03521	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
BJKHBEAE_03522	CDS	1893	parE			DNA topoisomerase IV subunit B ParE
BJKHBEAE_03523	CDS	582				hypothetical protein
BJKHBEAE_03524	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
BJKHBEAE_03525	CDS	423				hypothetical protein
BJKHBEAE_03526	CDS	630	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
BJKHBEAE_03527	CDS	1482	tolC		COG1538	Outer membrane protein TolC
BJKHBEAE_03528	CDS	672				hypothetical protein
BJKHBEAE_03529	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
BJKHBEAE_03530	CDS	816	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
BJKHBEAE_03531	CDS	774	zupT		COG0428	Zinc transporter ZupT
BJKHBEAE_03532	CDS	171	yqiD			Protein YqiD
BJKHBEAE_03533	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
BJKHBEAE_03534	CDS	291	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
BJKHBEAE_03535	CDS	552	ybgD_1		COG3539	putative fimbrial-like protein YbgD
BJKHBEAE_03536	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
BJKHBEAE_03537	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
BJKHBEAE_03538	CDS	447	fruA_2		COG1299	PTS system fructose-specific EIIABC component
BJKHBEAE_03539	CDS	1452	fruA_3		COG1299	PTS system fructose-specific EIIB'BC component
BJKHBEAE_03540	CDS	1071	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
BJKHBEAE_03541	CDS	1749				hypothetical protein
BJKHBEAE_03542	CDS	1056				hypothetical protein
BJKHBEAE_03543	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
BJKHBEAE_03544	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
BJKHBEAE_03545	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
BJKHBEAE_03546	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
BJKHBEAE_03547	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
BJKHBEAE_03548	CDS	930	fdhE		COG3058	Protein FdhE
BJKHBEAE_03549	CDS	183				hypothetical protein
BJKHBEAE_03550	CDS	243				hypothetical protein
BJKHBEAE_03551	CDS	219				hypothetical protein
BJKHBEAE_03552	CDS	108				hypothetical protein
BJKHBEAE_03553	CDS	942	fabY	2.3.1.-	COG0456	putative acyltransferase FabY
BJKHBEAE_03554	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
BJKHBEAE_03555	CDS	873				hypothetical protein
BJKHBEAE_03556	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
BJKHBEAE_03557	CDS	786	csqR		COG1349	HTH-type transcriptional repressor CsqR
BJKHBEAE_03558	CDS	897	yihV	2.7.1.184	COG0524	Sulfofructose kinase
BJKHBEAE_03559	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
BJKHBEAE_03560	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
BJKHBEAE_03561	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
BJKHBEAE_03562	CDS	927	yihR		COG2017	putative protein YihR
BJKHBEAE_03563	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
BJKHBEAE_03564	CDS	1386	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
BJKHBEAE_03565	CDS	1404	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
BJKHBEAE_03566	CDS	693	ompL		COG1452	Porin OmpL
BJKHBEAE_03567	CDS	1266	yihN		COG2271	Inner membrane protein YihN
BJKHBEAE_03568	CDS	981				hypothetical protein
BJKHBEAE_03569	CDS	711	phnR			Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
BJKHBEAE_03570	CDS	1824	bipA	3.6.5.-		Large ribosomal subunit assembly factor BipA
BJKHBEAE_03571	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
BJKHBEAE_03572	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
BJKHBEAE_03573	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
BJKHBEAE_03574	CDS	111	yshB			putative protein YshB
BJKHBEAE_03575	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
BJKHBEAE_03576	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
BJKHBEAE_03577	CDS	633	engB		COG0218	putative GTP-binding protein EngB
BJKHBEAE_03578	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
BJKHBEAE_03579	CDS	186				hypothetical protein
BJKHBEAE_03580	CDS	933	yihG	2.3.1.51	COG0204	1-acylglycerol-3-phosphate O-acyltransferase YihG
BJKHBEAE_03581	CDS	1431	ydgA_2		COG5339	Protein YdgA
BJKHBEAE_03582	CDS	627	dsbA		COG1651	Thiol:disulfide interchange protein DsbA
BJKHBEAE_03583	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
BJKHBEAE_03584	CDS	270	yihD		COG3084	Protein YihD
BJKHBEAE_03585	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
BJKHBEAE_03586	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
BJKHBEAE_03587	CDS	213	cspG_1		COG1278	Cold shock-like protein CspG
BJKHBEAE_03588	CDS	174	gnsA_1			Protein GnsA
BJKHBEAE_03589	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
BJKHBEAE_03590	CDS	2700	torS	2.7.13.3	COG0784	Sensor protein TorS
BJKHBEAE_03591	CDS	1029	torT		COG1879	Periplasmic protein TorT
BJKHBEAE_03592	CDS	693	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
BJKHBEAE_03593	CDS	1173	torC		COG3005	Cytochrome c-type protein TorC
BJKHBEAE_03594	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
BJKHBEAE_03595	CDS	600	torD		COG3381	Chaperone protein TorD
BJKHBEAE_03596	CDS	306	cbpM		COG0789	Chaperone modulatory protein CbpM
BJKHBEAE_03597	CDS	921	cbpA		COG0484	Curved DNA-binding protein
BJKHBEAE_03598	CDS	1257				hypothetical protein
BJKHBEAE_03599	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
BJKHBEAE_03600	CDS	228	yccJ			putative protein YccJ
BJKHBEAE_03601	CDS	597		1.6.5.2		NAD(P)H dehydrogenase (quinone)
BJKHBEAE_03602	CDS	174				Putative virulence-regulating protein
BJKHBEAE_03603	CDS	1329	rutG		COG2233	Putative pyrimidine permease RutG
BJKHBEAE_03604	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
BJKHBEAE_03605	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
BJKHBEAE_03606	CDS	801	rutD	3.5.1.-	COG2021	Putative carbamate hydrolase RutD
BJKHBEAE_03607	CDS	387	rutC	3.5.-.-	COG0251	3-aminoacrylate deaminase RutC
BJKHBEAE_03608	CDS	696	rutB	3.5.1.110	COG1335	Ureidoacrylate amidohydrolase RutB
BJKHBEAE_03609	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
BJKHBEAE_03610	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
BJKHBEAE_03611	CDS	3963	putA		COG0506	Bifunctional protein PutA
BJKHBEAE_03612	CDS	210				hypothetical protein
BJKHBEAE_03613	CDS	1509	putP		COG0591	Sodium/proline symporter
BJKHBEAE_03614	CDS	111	efeU_1		COG0672	Ferrous iron permease EfeU
BJKHBEAE_03615	CDS	720	efeU_2		COG0672	Ferrous iron permease EfeU
BJKHBEAE_03616	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
BJKHBEAE_03617	CDS	1272	efeB	4.98.1.1	COG2837	Deferrochelatase
BJKHBEAE_03618	CDS	1065	phoH		COG1702	Protein PhoH
BJKHBEAE_03619	CDS	414	pgaD		COG3658	Biofilm PGA synthesis protein PgaD
BJKHBEAE_03620	CDS	1326	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
BJKHBEAE_03621	CDS	2019	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
BJKHBEAE_03622	CDS	2424	pgaA		COG0457	Poly-beta-1,6-N-acetyl-D-glucosamine export protein
BJKHBEAE_03623	CDS	1359	dgcT	2.7.7.65	COG3706	putative diguanylate cyclase DgcT
BJKHBEAE_03624	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
BJKHBEAE_03625	CDS	522	pal		COG2885	Peptidoglycan-associated lipoprotein
BJKHBEAE_03626	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
BJKHBEAE_03627	CDS	1266	tolA		COG3064	Tol-Pal system protein TolA
BJKHBEAE_03628	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
BJKHBEAE_03629	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
BJKHBEAE_03630	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
BJKHBEAE_03631	CDS	294				hypothetical protein
BJKHBEAE_03632	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
BJKHBEAE_03633	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
BJKHBEAE_03634	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
BJKHBEAE_03635	CDS	2634	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
BJKHBEAE_03636	CDS	1917	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
BJKHBEAE_03637	CDS	723	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
BJKHBEAE_03638	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
BJKHBEAE_03639	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
BJKHBEAE_03640	CDS	1218	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
BJKHBEAE_03641	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
BJKHBEAE_03642	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
BJKHBEAE_03643	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
BJKHBEAE_03644	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
BJKHBEAE_03645	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
BJKHBEAE_03646	CDS	108	ybgU			Protein YbgU
BJKHBEAE_03647	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
BJKHBEAE_03648	CDS	567	ybgD_2		COG3539	putative fimbrial-like protein YbgD
BJKHBEAE_03649	CDS	2448	papC_4			Outer membrane usher protein PapC
BJKHBEAE_03650	CDS	729	papD_2			Chaperone protein PapD
BJKHBEAE_03651	CDS	1062				hypothetical protein
BJKHBEAE_03652	CDS	1047				hypothetical protein
BJKHBEAE_03653	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
BJKHBEAE_03654	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
BJKHBEAE_03655	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
BJKHBEAE_03656	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
BJKHBEAE_03657	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
BJKHBEAE_03658	CDS	1482	dtpD		COG3104	Dipeptide permease D
BJKHBEAE_03659	CDS	1419	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
BJKHBEAE_03660	CDS	510				hypothetical protein
BJKHBEAE_03661	CDS	2694	chiA		COG3979	putative bifunctional chitinase/lysozyme
BJKHBEAE_03662	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
BJKHBEAE_03663	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
BJKHBEAE_03664	CDS	678	gspO		COG1989	Prepilin leader peptidase/N-methyltransferase
BJKHBEAE_03665	CDS	462	gspM		COG3149	Putative type II secretion system protein M
BJKHBEAE_03666	CDS	1164	gspL		COG3297	Putative type II secretion system protein L
BJKHBEAE_03667	CDS	984	gspK		COG3156	Putative type II secretion system protein K
BJKHBEAE_03668	CDS	588	gspJ		COG4795	Type II secretion system protein J
BJKHBEAE_03669	CDS	378	gspI		COG2165	Putative type II secretion system protein I
BJKHBEAE_03670	CDS	510	gspH		COG2165	Type II secretion system protein H
BJKHBEAE_03671	CDS	438	gspG		COG2165	Type II secretion system core protein G
BJKHBEAE_03672	CDS	1197	gspF		COG1459	Putative type II secretion system protein F
BJKHBEAE_03673	CDS	1482	gspE	7.4.2.8	COG2804	Putative type II secretion system protein E
BJKHBEAE_03674	CDS	1953	gspD		COG1450	Putative secretin GspD
BJKHBEAE_03675	CDS	816	gspC		COG3031	Putative type II secretion system protein C
BJKHBEAE_03676	CDS	1470	gspA		COG3267	Putative general secretion pathway protein A
BJKHBEAE_03677	CDS	420	gspB			Putative general secretion pathway protein B
BJKHBEAE_03678	CDS	312	rpsJ		COG0051	Small ribosomal subunit protein uS10
BJKHBEAE_03679	CDS	630	rplC		COG0087	Large ribosomal subunit protein uL3
BJKHBEAE_03680	CDS	606	rplD		COG0088	Large ribosomal subunit protein uL4
BJKHBEAE_03681	CDS	303	rplW		COG0089	Large ribosomal subunit protein uL23
BJKHBEAE_03682	CDS	822	rplB		COG0090	Large ribosomal subunit protein uL2
BJKHBEAE_03683	CDS	279	rpsS		COG0185	Small ribosomal subunit protein uS19
BJKHBEAE_03684	CDS	333	rplV		COG0091	Large ribosomal subunit protein uL22
BJKHBEAE_03685	CDS	702	rpsC		COG0092	Small ribosomal subunit protein uS3
BJKHBEAE_03686	CDS	411	rplP		COG0197	Large ribosomal subunit protein uL16
BJKHBEAE_03687	CDS	192	rpmC		COG0255	Large ribosomal subunit protein uL29
BJKHBEAE_03688	CDS	255	rpsQ		COG0186	Small ribosomal subunit protein uS17
BJKHBEAE_03689	CDS	372	rplN		COG0093	Large ribosomal subunit protein uL14
BJKHBEAE_03690	CDS	315	rplX		COG0198	Large ribosomal subunit protein uL24
BJKHBEAE_03691	CDS	540	rplE		COG0094	Large ribosomal subunit protein uL5
BJKHBEAE_03692	CDS	306	rpsN		COG0199	Small ribosomal subunit protein uS14
BJKHBEAE_03693	CDS	393	rpsH		COG0096	Small ribosomal subunit protein uS8
BJKHBEAE_03694	CDS	534	rplF		COG0097	Large ribosomal subunit protein uL6
BJKHBEAE_03695	CDS	354	rplR		COG0256	Large ribosomal subunit protein uL18
BJKHBEAE_03696	CDS	504	rpsE		COG0098	Small ribosomal subunit protein uS5
BJKHBEAE_03697	CDS	180	rpmD		COG1841	Large ribosomal subunit protein uL30
BJKHBEAE_03698	CDS	435	rplO		COG0200	Large ribosomal subunit protein uL15
BJKHBEAE_03699	CDS	1332	secY		COG0201	Protein translocase subunit SecY
BJKHBEAE_03700	CDS	117	rpmJ		COG0257	Large ribosomal subunit protein bL36A
